"Year","Series","Cause of death","Country","Sex","Observation status","Unit multiplier","Units","GeoCode","Value"
2010,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","Female","Normal value","","Number","W92000004","0"
2011,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Female","Normal value","","Number","W92000004","0"
2011,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","Female","Normal value","","Number","W92000004","2"
2011,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","Female","Normal value","","Number","W92000004","0"
2011,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","Female","Normal value","","Number","W92000004","0"
2011,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","Female","Normal value","","Number","W92000004","0"
2011,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","Female","Normal value","","Number","W92000004","0"
2011,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","Female","Normal value","","Number","W92000004","0"
2011,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","Female","Normal value","","Number","W92000004","0"
2011,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","Female","Normal value","","Number","W92000004","0"
2011,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","Female","Normal value","","Number","W92000004","0"
2012,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Female","Normal value","","Number","W92000004","0"
2012,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","Wales","Female","Normal value","","Number","W92000004","1"
2012,"Number of deaths from exposure to forces of nature","Exposure to sunlight","Wales","Female","Normal value","","Number","W92000004","0"
2012,"Number of deaths from exposure to forces of nature","Victim of lightning","Wales","Female","Normal value","","Number","W92000004","0"
2012,"Number of deaths from exposure to forces of nature","Victim of earthquake","Wales","Female","Normal value","","Number","W92000004","0"
2012,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","Wales","Female","Normal value","","Number","W92000004","0"
2012,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","Wales","Female","Normal value","","Number","W92000004","0"
2012,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","Wales","Female","Normal value","","Number","W92000004","0"
2012,"Number of deaths from exposure to forces of nature","Victim of flood","Wales","Female","Normal value","","Number","W92000004","0"
2012,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","Wales","Female","Normal value","","Number","W92000004","0"
2013,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","","Normal value","","Number","E92000001","1"
2013,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Male","Normal value","","Number","E92000001","1"
2013,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","England","Female","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","","Normal value","","Number","E92000001","84"
2013,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Male","Normal value","","Number","E92000001","47"
2013,"Number of deaths from exposure to forces of nature","Exposure to excessive natural cold","England","Female","Normal value","","Number","E92000001","37"
2013,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Male","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Exposure to sunlight","England","Female","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of lightning","England","","Normal value","","Number","E92000001","1"
2013,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Male","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of lightning","England","Female","Normal value","","Number","E92000001","1"
2013,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Male","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of earthquake","England","Female","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Male","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of volcanic eruption","England","Female","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Male","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of avalanche, landslide and other earth movements","England","Female","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Male","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of cataclysmic storm","England","Female","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of flood","England","","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of flood","England","Male","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Victim of flood","England","Female","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","","Normal value","","Number","E92000001","5"
2013,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Male","Normal value","","Number","E92000001","5"
2013,"Number of deaths from exposure to forces of nature","Exposure to other and unspecified forces of nature","England","Female","Normal value","","Number","E92000001","0"
2013,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","","Normal value","","Number","W92000004","0"
2013,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Male","Normal value","","Number","W92000004","0"
2013,"Number of deaths from exposure to forces of nature","Exposure to excessive natural heat","Wales","Female","Normal value","","Number","W92000004","0"
