"Year","Series","Drug group","Local authority","Sex","Age","Ethnicity","Units","Observation status","Value"
"2010/11","People in treatment","Alcohol","","Male","18 to 29","White","Number","Normal value",14110
"2010/11","People in treatment","Alcohol","","Male","30 to 49","","Number","Normal value",42704
"2010/11","People in treatment","Alcohol","","Male","30 to 49","Asian","Number","Normal value",1194
"2010/11","People in treatment","Alcohol","","Male","30 to 49","Black","Number","Normal value",1036
"2010/11","People in treatment","Alcohol","","Male","30 to 49","Mixed","Number","Normal value",592
"2010/11","People in treatment","Alcohol","","Male","30 to 49","Other","Number","Normal value",267
"2010/11","People in treatment","Alcohol","","Male","30 to 49","White","Number","Normal value",37490
"2010/11","People in treatment","Alcohol","","Male","50 and over","","Number","Normal value",17266
"2010/11","People in treatment","Alcohol","","Male","50 and over","Asian","Number","Normal value",458
"2010/11","People in treatment","Alcohol","","Male","50 and over","Black","Number","Normal value",244
"2010/11","People in treatment","Alcohol","","Male","50 and over","Mixed","Number","Normal value",112
"2010/11","People in treatment","Alcohol","","Male","50 and over","Other","Number","Normal value",54
"2010/11","People in treatment","Alcohol","","Male","50 and over","White","Number","Normal value",15575
"2010/11","People in treatment","Alcohol","Barnet","","","","Number","Normal value",415
"2010/11","People in treatment","Alcohol","Barnet","","","Asian","Number","Normal value",10
"2010/11","People in treatment","Alcohol","Barnet","","","Black","Number","Normal value",25
"2010/11","People in treatment","Alcohol","Barnet","","","Mixed","Number","Normal value",20
"2010/11","People in treatment","Alcohol","Barnet","","","Other","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","","","White","Number","Normal value",335
"2010/11","People in treatment","Alcohol","Barnet","","18 to 29","","Number","Normal value",75
"2010/11","People in treatment","Alcohol","Barnet","","18 to 29","Asian","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","","18 to 29","Black","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","","18 to 29","Mixed","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","","18 to 29","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","","18 to 29","White","Number","Normal value",65
"2010/11","People in treatment","Alcohol","Barnet","","30 to 49","","Number","Normal value",230
"2010/11","People in treatment","Alcohol","Barnet","","30 to 49","Asian","Number","Normal value",10
"2010/11","People in treatment","Alcohol","Barnet","","30 to 49","Black","Number","Normal value",15
"2010/11","People in treatment","Alcohol","Barnet","","30 to 49","Mixed","Number","Normal value",15
"2010/11","People in treatment","Alcohol","Barnet","","30 to 49","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","","30 to 49","White","Number","Normal value",175
"2010/11","People in treatment","Alcohol","Barnet","","50 and over","","Number","Normal value",115
"2010/11","People in treatment","Alcohol","Barnet","","50 and over","Asian","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","","50 and over","Black","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","","50 and over","Mixed","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","","50 and over","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","","50 and over","White","Number","Normal value",100
"2010/11","People in treatment","Alcohol","Barnet","Female","","","Number","Normal value",145
"2010/11","People in treatment","Alcohol","Barnet","Female","","Asian","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","Female","","Black","Number","Normal value",10
"2010/11","People in treatment","Alcohol","Barnet","Female","","Mixed","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","Female","","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","","White","Number","Normal value",115
"2010/11","People in treatment","Alcohol","Barnet","Female","18 to 29","","Number","Normal value",25
"2010/11","People in treatment","Alcohol","Barnet","Female","18 to 29","Asian","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","18 to 29","Black","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","18 to 29","Mixed","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","18 to 29","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","18 to 29","White","Number","Normal value",25
"2010/11","People in treatment","Alcohol","Barnet","Female","30 to 49","","Number","Normal value",75
"2010/11","People in treatment","Alcohol","Barnet","Female","30 to 49","Asian","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","Female","30 to 49","Black","Number","Normal value",10
"2010/11","People in treatment","Alcohol","Barnet","Female","30 to 49","Mixed","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","30 to 49","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","30 to 49","White","Number","Normal value",50
"2010/11","People in treatment","Alcohol","Barnet","Female","50 and over","","Number","Normal value",45
"2010/11","People in treatment","Alcohol","Barnet","Female","50 and over","Asian","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","50 and over","Black","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","50 and over","Mixed","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","50 and over","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Female","50 and over","White","Number","Normal value",40
"2010/11","People in treatment","Alcohol","Barnet","Male","","","Number","Normal value",270
"2010/11","People in treatment","Alcohol","Barnet","Male","","Asian","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","Male","","Black","Number","Normal value",10
"2010/11","People in treatment","Alcohol","Barnet","Male","","Mixed","Number","Normal value",15
"2010/11","People in treatment","Alcohol","Barnet","Male","","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Male","","White","Number","Normal value",220
"2010/11","People in treatment","Alcohol","Barnet","Male","18 to 29","","Number","Normal value",45
"2010/11","People in treatment","Alcohol","Barnet","Male","18 to 29","Asian","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Male","18 to 29","Black","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","Male","18 to 29","Mixed","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","Male","18 to 29","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Male","18 to 29","White","Number","Normal value",35
"2010/11","People in treatment","Alcohol","Barnet","Male","30 to 49","","Number","Normal value",155
"2010/11","People in treatment","Alcohol","Barnet","Male","30 to 49","Asian","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","Male","30 to 49","Black","Number","Normal value",5
"2010/11","People in treatment","Alcohol","Barnet","Male","30 to 49","Mixed","Number","Normal value",10
"2010/11","People in treatment","Alcohol","Barnet","Male","30 to 49","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Male","30 to 49","White","Number","Normal value",120
"2010/11","People in treatment","Alcohol","Barnet","Male","50 and over","","Number","Normal value",70
"2010/11","People in treatment","Alcohol","Barnet","Male","50 and over","Asian","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Male","50 and over","Black","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Male","50 and over","Mixed","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Male","50 and over","Other","Number","Normal value",0
"2010/11","People in treatment","Alcohol","Barnet","Male","50 and over","White","Number","Normal value",65
"2011/12","People in treatment","Alcohol","","","","","Number","Normal value",114148
"2011/12","People in treatment","Alcohol","","","","Asian","Number","Normal value",2423
"2011/12","People in treatment","Alcohol","","","","Black","Number","Normal value",2348
"2011/12","People in treatment","Alcohol","","","","Mixed","Number","Normal value",1701
"2011/12","People in treatment","Alcohol","","","","Other","Number","Normal value",544
"2011/12","People in treatment","Alcohol","","","","White","Number","Normal value",101936
"2011/12","People in treatment","Alcohol","","","18 to 29","","Number","Normal value",21937
"2011/12","People in treatment","Alcohol","","","18 to 29","Asian","Number","Normal value",440
"2011/12","People in treatment","Alcohol","","","18 to 29","Black","Number","Normal value",542
"2011/12","People in treatment","Alcohol","","","18 to 29","Mixed","Number","Normal value",592
"2011/12","People in treatment","Alcohol","","","18 to 29","Other","Number","Normal value",113
"2011/12","People in treatment","Alcohol","","","18 to 29","White","Number","Normal value",19398
"2011/12","People in treatment","Alcohol","","","30 to 49","","Number","Normal value",64473
"2011/12","People in treatment","Alcohol","","","30 to 49","Asian","Number","Normal value",1468
"2011/12","People in treatment","Alcohol","","","30 to 49","Black","Number","Normal value",1473
"2011/12","People in treatment","Alcohol","","","30 to 49","Mixed","Number","Normal value",924
"2011/12","People in treatment","Alcohol","","","30 to 49","Other","Number","Normal value",335
"2011/12","People in treatment","Alcohol","","","30 to 49","White","Number","Normal value",57190
"2011/12","People in treatment","Alcohol","","","50 and over","","Number","Normal value",27738
"2011/12","People in treatment","Alcohol","","","50 and over","Asian","Number","Normal value",515
"2011/12","People in treatment","Alcohol","","","50 and over","Black","Number","Normal value",333
"2011/12","People in treatment","Alcohol","","","50 and over","Mixed","Number","Normal value",185
"2011/12","People in treatment","Alcohol","","","50 and over","Other","Number","Normal value",96
"2011/12","People in treatment","Alcohol","","","50 and over","White","Number","Normal value",25348
"2011/12","People in treatment","Alcohol","","Female","","","Number","Normal value",40298
"2011/12","People in treatment","Alcohol","","Female","","Asian","Number","Normal value",382
"2011/12","People in treatment","Alcohol","","Female","","Black","Number","Normal value",762
"2011/12","People in treatment","Alcohol","","Female","","Mixed","Number","Normal value",617
