"Year","Sex","Age group","Country","Region of England","Socio-economic group","Ethnicity","Country of birth","Units","Unit multiplier","Observation status","Value"
"2016","Male","All 18+","","East Midlands","","","","Percentage","Units","Normal value","17.5"
"2015","Male","All 18+","","East Midlands","","","","Percentage","Units","Normal value","20.2"
"2014","Male","All 18+","","East Midlands","","","","Percentage","Units","Normal value","20.5"
"2013","Male","All 18+","","East Midlands","","","","Percentage","Units","Normal value","21.3"
"2012","Male","All 18+","","East Midlands","","","","Percentage","Units","Normal value","21.6"
"2011","Male","All 18+","","East Midlands","","","","Percentage","Units","Normal value","21.9"
"2021","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","13.9"
"2020","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","18.2"
"2019","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","15.2"
"2018","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","16.7"
"2017","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","18.5"
"2016","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","19.3"
"2015","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","17.3"
"2014","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","21.5"
"2013","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","26.5"
"2012","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","27"
"2011","Male","18-24","","West Midlands","","","","Percentage","Units","Normal value","28"
"2021","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","20.5"
"2020","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","24.9"
"2019","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","25.1"
"2018","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","21.7"
"2017","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","22.6"
"2016","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","24.8"
"2015","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","23.8"
"2014","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","27.5"
"2013","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","27.4"
"2012","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","28.3"
"2011","Male","25-34","","West Midlands","","","","Percentage","Units","Normal value","28.5"
"2021","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","19.7"
"2020","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","19.5"
"2019","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","18.4"
"2018","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","16.9"
"2017","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","18.8"
"2016","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","20.1"
"2015","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","19.9"
"2014","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","22.2"
"2013","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","23.8"
"2012","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","25"
"2011","Male","35-44","","West Midlands","","","","Percentage","Units","Normal value","24.1"
"2021","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","20.6"
"2020","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","19.3"
"2019","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","18.2"
"2018","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","19.9"
"2017","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","17.9"
"2016","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","18.3"
"2015","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","18.9"
"2014","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","18.4"
"2013","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","19.5"
"2012","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","20.3"
"2011","Male","45-54","","West Midlands","","","","Percentage","Units","Normal value","22"
"2021","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","16"
"2020","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","14.1"
"2019","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","14.5"
"2018","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","17.3"
"2017","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","16.1"
"2016","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","16.1"
"2015","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","16"
"2014","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","17.8"
"2013","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","17.4"
"2012","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","18.7"
"2011","Male","55-64","","West Midlands","","","","Percentage","Units","Normal value","18.6"
"2021","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","10"
"2020","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","10.1"
"2019","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","9"
"2018","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","9.6"
"2017","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","7.9"
"2016","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","9.6"
"2015","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","8.9"
"2014","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","9.9"
"2013","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","10.5"
"2012","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","10"
"2011","Male","65+","","West Midlands","","","","Percentage","Units","Normal value","11.9"
"2021","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","16.6"
"2020","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","17.3"
"2019","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","16.4"
"2018","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","16.7"
"2017","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","16.4"
"2016","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","17.6"
"2015","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","17.1"
"2014","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","19"
"2013","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","20.2"
"2012","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","20.9"
"2011","Male","All 18+","","West Midlands","","","","Percentage","Units","Normal value","21.6"
"2021","Male","18-24","","East of England","","","","Percentage","Units","Normal value","15.6"
"2020","Male","18-24","","East of England","","","","Percentage","Units","Normal value","16.1"
"2019","Male","18-24","","East of England","","","","Percentage","Units","Normal value","18.6"
"2018","Male","18-24","","East of England","","","","Percentage","Units","Normal value","20.9"
"2017","Male","18-24","","East of England","","","","Percentage","Units","Normal value","23.6"
"2016","Male","18-24","","East of England","","","","Percentage","Units","Normal value","21.4"
"2015","Male","18-24","","East of England","","","","Percentage","Units","Normal value","24.3"
"2014","Male","18-24","","East of England","","","","Percentage","Units","Normal value","30.9"
"2013","Male","18-24","","East of England","","","","Percentage","Units","Normal value","25.5"
"2012","Male","18-24","","East of England","","","","Percentage","Units","Normal value","33.1"
"2011","Male","18-24","","East of England","","","","Percentage","Units","Normal value","32.8"
"2021","Male","25-34","","East of England","","","","Percentage","Units","Normal value","18.2"
"2020","Male","25-34","","East of England","","","","Percentage","Units","Normal value","22"
"2019","Male","25-34","","East of England","","","","Percentage","Units","Normal value","20.8"
"2018","Male","25-34","","East of England","","","","Percentage","Units","Normal value","22.4"
"2017","Male","25-34","","East of England","","","","Percentage","Units","Normal value","23.2"
"2016","Male","25-34","","East of England","","","","Percentage","Units","Normal value","23.2"
"2015","Male","25-34","","East of England","","","","Percentage","Units","Normal value","27.5"
"2014","Male","25-34","","East of England","","","","Percentage","Units","Normal value","27.1"
"2013","Male","25-34","","East of England","","","","Percentage","Units","Normal value","27.6"
"2012","Male","25-34","","East of England","","","","Percentage","Units","Normal value","29.7"
"2011","Male","25-34","","East of England","","","","Percentage","Units","Normal value","30.4"
"2021","Male","35-44","","East of England","","","","Percentage","Units","Normal value","16.2"
"2020","Male","35-44","","East of England","","","","Percentage","Units","Normal value","20.8"
"2019","Male","35-44","","East of England","","","","Percentage","Units","Normal value","17.8"
"2018","Male","35-44","","East of England","","","","Percentage","Units","Normal value","19.4"
"2017","Male","35-44","","East of England","","","","Percentage","Units","Normal value","16.9"
"2016","Male","35-44","","East of England","","","","Percentage","Units","Normal value","18.6"
"2015","Male","35-44","","East of England","","","","Percentage","Units","Normal value","22.5"
"2014","Male","35-44","","East of England","","","","Percentage","Units","Normal value","24.5"
"2013","Male","35-44","","East of England","","","","Percentage","Units","Normal value","25.2"
"2012","Male","35-44","","East of England","","","","Percentage","Units","Normal value","23.3"
"2011","Male","35-44","","East of England","","","","Percentage","Units","Normal value","25.4"
"2021","Male","45-54","","East of England","","","","Percentage","Units","Normal value","15.8"
"2020","Male","45-54","","East of England","","","","Percentage","Units","Normal value","17.3"
"2019","Male","45-54","","East of England","","","","Percentage","Units","Normal value","19"
