Year,IncomeGroup,TypeofAidCode,TypeofAidText,SectorPurposeCode(CRScode),BroadSectorCode(DAC5code),SIDsector,AmountsExtended(£thousands),NetODA(£thousands)
2016,LDCs,C01,Project-type interventions,41030,410,Multisector,72.7043,72.7043
2016,LDCs,C01,Project-type interventions,11320,113,Education,72.645,72.645
2016,UMICs,C01,Project-type interventions,41030,410,Multisector,72.543,72.543
2016,UMICs,D02,Other technical assistance,43082,430,Multisector,72.5,72.5
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,72.5,72.5
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,76.382,72.3156
2016,LMICs,C01,Project-type interventions,21010,210,Economic Infrastructure & Services,72.2645,72.2645
2016,LMICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,72.1667,72.1667
2016,0,C01,Project-type interventions,15170,151,Government and Civil Society,72.15,72.15
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,72.1336,72.1336
2016,UMICs,C01,Project-type interventions,11110,111,Education,72.0414,72.0414
2016,0,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,71.9762,71.9762
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,71.868,71.868
2016,0,C01,Project-type interventions,15220,152,Government and Civil Society,71.8184,71.8184
2016,UMICs,G01,Administrative costs not included elsewhere,91010,910,Admin,71.8098,71.8098
2016,0,D02,Other technical assistance,12250,122,Health,71.6778,71.6778
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,71.5604,71.5604
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,71.5,71.5
2016,0,C01,Project-type interventions,11110,111,Education,71.4781,71.4781
2016,LMICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,71.4738,71.4738
2016,LDCs,C01,Project-type interventions,41030,410,Multisector,71.346,71.346
2016,LDCs,D02,Other technical assistance,13020,130,Health,71.3137,71.3137
2016,LDCs,C01,Project-type interventions,15151,151,Government and Civil Society,71.2306,71.2306
2016,UMICs,C01,Project-type interventions,43082,430,Multisector,71.167,71.167
2016,UMICs,C01,Project-type interventions,22030,220,Economic Infrastructure & Services,71.1455,71.1455
2016,UMICs,D02,Other technical assistance,43082,430,Multisector,71.087,71.087
2016,LMICs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,71.0828,71.0828
2016,LDCs,C01,Project-type interventions,15110,151,Government and Civil Society,71,71
2016,LDCs,C01,Project-type interventions,14010,140,WASH,71,71
2016,0,C01,Project-type interventions,15160,151,Government and Civil Society,70.9639,70.9639
2016,LDCs,C01,Project-type interventions,72050,720,Humantarian,70.9205,70.9205
2016,UMICs,C01,Project-type interventions,12110,121,Health,70.8976,70.8976
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,70.6691,70.6691
2016,LMICs,C01,Project-type interventions,23110,231,Economic Infrastructure & Services,70.648,70.648
2016,UMICs,C01,Project-type interventions,12110,121,Health,70.5516,70.5516
2016,LMICs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,70.5,70.5
2016,UMICs,C01,Project-type interventions,24010,240,Economic Infrastructure & Services,70.401,70.401
2016,LMICs,C01,Project-type interventions,15113,151,Government and Civil Society,70.34,70.34
2016,0,D02,Other technical assistance,13040,130,Health,70.267,70.267
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,70.1874,70.1874
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,70.1283,70.1283
2016,0,D01,Donor country personnel,43082,430,Multisector,70.118,70.118
2016,UMICs,C01,Project-type interventions,15130,151,Government and Civil Society,70.1133,70.1133
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",99810,998,Unallocated,70,70
2016,0,C01,Project-type interventions,12110,121,Health,70,70
2016,Other LICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,70,70
2016,LDCs,C01,Project-type interventions,52010,520,Commodity and General Programme Assistance,70,70
2016,LDCs,C01,Project-type interventions,52010,520,Commodity and General Programme Assistance,70,70
2016,LDCs,C01,Project-type interventions,52010,520,Commodity and General Programme Assistance,70,70
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,69.9959,69.9959
2016,Other LICs,C01,Project-type interventions,15113,151,Government and Civil Society,69.9326,69.9326
2016,UMICs,C01,Project-type interventions,12263,122,Health,69.9121,69.9121
2016,LMICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,69.8937,69.8937
2016,LMICs,C01,Project-type interventions,15160,151,Government and Civil Society,69.8885,69.8885
2016,UMICs,C01,Project-type interventions,22010,220,Economic Infrastructure & Services,69.8811,69.8811
2016,LDCs,C01,Project-type interventions,41082,410,Multisector,69.881,69.881
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,69.7861,69.7861
2016,0,C01,Project-type interventions,41030,410,Multisector,69.771,69.771
2016,0,C01,Project-type interventions,15180,151,Government and Civil Society,69.712,69.712
2016,UMICs,D02,Other technical assistance,11420,114,Education,69.646,69.646
2016,UMICs,C01,Project-type interventions,32182,321,Production Services,69.564,69.564
2016,Other LICs,C01,Project-type interventions,15210,152,Government and Civil Society,69.5191,69.5191
2016,UMICs,C01,Project-type interventions,11430,114,Education,69.47,69.47
2016,LMICs,C01,Project-type interventions,12240,122,Health,69.348,69.348
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,69.3414,69.3414
2016,LDCs,C01,Project-type interventions,72040,720,Humantarian,69.2888,69.2888
2016,LMICs,C01,Project-type interventions,32130,321,Production Services,69.252,69.252
2016,LMICs,C01,Project-type interventions,15130,151,Government and Civil Society,69.2252,69.2252
2016,0,D02,Other technical assistance,41010,410,Multisector,69.1717,69.1717
2016,0,C01,Project-type interventions,74010,740,Humantarian,69.1553,69.1553
2016,UMICs,C01,Project-type interventions,99810,998,Unallocated,68.9382,68.9382
2016,UMICs,C01,Project-type interventions,32130,321,Production Services,68.9051,68.9051
2016,LMICs,D02,Other technical assistance,41082,410,Multisector,68.8579,68.8579
2016,0,C01,Project-type interventions,43082,430,Multisector,68.852,68.852
2016,0,C01,Project-type interventions,15114,151,Government and Civil Society,68.8238,68.8238
2016,LMICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,68.6418,68.6418
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,68.6136,68.6136
2016,LDCs,C01,Project-type interventions,11120,111,Education,68.608,68.608
2016,UMICs,D02,Other technical assistance,43082,430,Multisector,68.607,68.607
2016,LMICs,C01,Project-type interventions,33110,331,Production Services,68.45,68.45
2016,LDCs,C01,Project-type interventions,15220,152,Government and Civil Society,68.42,68.42
2016,LDCs,D02,Other technical assistance,16010,160,OTHER SOCIAL INFRASTRUCTURE AND SERVICES,68.4012,68.4012
2016,0,C01,Project-type interventions,74010,740,Humantarian,68.2616,68.2616
2016,UMICs,C01,Project-type interventions,43030,430,Multisector,68.2131,68.2131
2016,0,C01,Project-type interventions,41082,410,Multisector,68.1336,68.1336
2016,LMICs,C01,Project-type interventions,12281,122,Health,68.05,68.05
2016,LMICs,D02,Other technical assistance,11430,114,Education,68.0336,68.0336
2016,0,C01,Project-type interventions,15110,151,Government and Civil Society,68,68
2016,UMICs,C01,Project-type interventions,11430,114,Education,67.9157,67.9157
2016,LDCs,C01,Project-type interventions,41030,410,Multisector,67.9148,67.9148
2016,UMICs,D02,Other technical assistance,43082,430,Multisector,67.9,67.9
2016,0,C01,Project-type interventions,15160,151,Government and Civil Society,67.7916,67.7916
2016,0,C01,Project-type interventions,43082,430,Multisector,67.779,67.779
2016,0,C01,Project-type interventions,41082,410,Multisector,67.6359,67.6359
2016,UMICs,C01,Project-type interventions,43030,430,Multisector,67.5721,67.5721
2016,UMICs,C01,Project-type interventions,21010,210,Economic Infrastructure & Services,67.449,67.449
2016,0,C01,Project-type interventions,12250,122,Health,67.4394,67.4394
2016,0,C01,Project-type interventions,15160,151,Government and Civil Society,67.4103,67.4103
2016,Other LICs,C01,Project-type interventions,32210,322,Production Services,67.4091,67.4091
2016,LMICs,D02,Other technical assistance,12250,122,Health,67.3943,67.3943
2016,LDCs,C01,Project-type interventions,15170,151,Government and Civil Society,67.3425,67.3425
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,67.2354,67.2354
2016,LDCs,D02,Other technical assistance,43082,430,Multisector,67.2082,67.2082
2016,LMICs,D02,Other technical assistance,13020,130,Health,67.1641,67.1641
2016,LDCs,C01,Project-type interventions,72050,720,Humantarian,67.164,67.164
2016,0,C01,Project-type interventions,43082,430,Multisector,66.9826,66.9826
2016,LDCs,C01,Project-type interventions,13020,130,Health,66.8799,66.8799
2016,LMICs,C01,Project-type interventions,32167,321,Production Services,66.843,66.843
2016,0,C01,Project-type interventions,41030,410,Multisector,66.8323,66.8323
2016,LMICs,C01,Project-type interventions,15210,152,Government and Civil Society,66.817,66.817
2016,LMICs,D02,Other technical assistance,31191,311,Production Services,66.7998,66.7998
2016,LDCs,C01,Project-type interventions,15110,151,Government and Civil Society,66.7871,66.7871
2016,LMICs,D02,Other technical assistance,25010,250,Economic Infrastructure & Services,66.696,66.696
2016,LDCs,C01,Project-type interventions,15113,151,Government and Civil Society,66.694,66.694
2016,LMICs,C01,Project-type interventions,15110,151,Government and Civil Society,66.683,66.683
2016,UMICs,C01,Project-type interventions,15210,152,Government and Civil Society,66.6606,66.6606
2016,0,C01,Project-type interventions,15160,151,Government and Civil Society,66.649,66.649
2016,0,C01,Project-type interventions,22010,220,Economic Infrastructure & Services,66.5526,66.5526
2016,LMICs,C01,Project-type interventions,43030,430,Multisector,66.499,66.499
2016,LMICs,C01,Project-type interventions,15220,152,Government and Civil Society,66.487,66.487
2016,LDCs,C01,Project-type interventions,12220,122,Health,66.385,66.385
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,66.363,66.363
2016,LMICs,C01,Project-type interventions,23110,231,Economic Infrastructure & Services,66.326,66.326
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,66.19,66.19
2016,LMICs,C01,Project-type interventions,15111,151,Government and Civil Society,66.0939,66.0939
2016,UMICs,E01,Scholarships/training in donor country,13010,130,Health,66.0679,66.0679
2016,0,C01,Project-type interventions,15153,151,Government and Civil Society,66,66
2016,UMICs,E01,Scholarships/training in donor country,11110,111,Education,65.7797,65.7797
2016,Other LICs,C01,Project-type interventions,13020,130,Health,65.7388,65.7388
2016,UMICs,D02,Other technical assistance,41082,410,Multisector,65.6322,65.6322
2016,LMICs,C01,Project-type interventions,12110,121,Health,65.536,65.536
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,65.494,65.494
2016,LDCs,C01,Project-type interventions,15160,151,Government and Civil Society,65.4873,65.4873
2016,LDCs,C01,Project-type interventions,41030,410,Multisector,65.472,65.472
2016,UMICs,C01,Project-type interventions,21010,210,Economic Infrastructure & Services,65.3362,65.3362
2016,0,D02,Other technical assistance,31182,311,Production Services,65.1693,65.1693
2016,UMICs,C01,Project-type interventions,15110,151,Government and Civil Society,65.1432,65.1432
2016,LMICs,C01,Project-type interventions,15114,151,Government and Civil Society,65.1258,65.1258
2016,UMICs,C01,Project-type interventions,12110,121,Health,65.0931,65.0931
2016,UMICs,C01,Project-type interventions,33110,331,Production Services,65.0096,65.0096
2016,LDCs,C01,Project-type interventions,15180,151,Government and Civil Society,65,65
2016,0,C01,Project-type interventions,15170,151,Government and Civil Society,64.9936,64.9936
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,64.9769,64.9769
2016,LMICs,C01,Project-type interventions,15111,151,Government and Civil Society,64.9731,64.9731
2016,UMICs,D02,Other technical assistance,43082,430,Multisector,64.9724,64.9724
2016,LMICs,D01,Donor country personnel,43082,430,Multisector,64.964,64.964
2016,LDCs,C01,Project-type interventions,15110,151,Government and Civil Society,64.9,64.9
2016,0,B03,"Contributions to  specific-purpose programmes and funds managed by international organisations (multilateral, INGO)",13020,130,Health,64.741,64.741
2016,0,C01,Project-type interventions,41050,410,Multisector,64.6,64.6
2016,0,G01,Administrative costs not included elsewhere,91010,910,Admin,64.596,64.596
2016,Other LICs,C01,Project-type interventions,25010,250,Economic Infrastructure & Services,64.44,64.44
2016,0,C01,Project-type interventions,23182,231,Economic Infrastructure & Services,64.35,64.35
2016,LDCs,D01,Donor country personnel,15220,152,Government and Civil Society,64.338,64.338
2016,0,D02,Other technical assistance,15160,151,Government and Civil Society,64.255,64.255
2016,0,D02,Other technical assistance,43082,430,Multisector,64.2411,64.2411
2016,LDCs,C01,Project-type interventions,11240,112,Education,64.2126,64.2126
2016,UMICs,D01,Donor country personnel,15220,152,Government and Civil Society,64.105,64.105
2016,UMICs,C01,Project-type interventions,11430,114,Education,64.0551,64.0551
2016,LDCs,C01,Project-type interventions,15130,151,Government and Civil Society,64.051,64.051
2016,0,C01,Project-type interventions,43082,430,Multisector,64.0085,64.0085
2016,UMICs,D02,Other technical assistance,43081,430,Multisector,64,64
2016,UMICs,C01,Project-type interventions,15160,151,Government and Civil Society,63.9803,63.9803
2016,LMICs,C01,Project-type interventions,15150,151,Government and Civil Society,63.9546,63.9546
2016,LMICs,C01,Project-type interventions,41030,410,Multisector,63.9495,63.9495
2016,LDCs,C01,Project-type interventions,41030,410,Multisector,63.843,63.843
2016,UMICs,C01,Project-type interventions,23110,231,Economic Infrastructure & Services,63.83,63.83
2016,0,C01,Project-type interventions,72010,720,Humantarian,63.7232,63.7232
2016,LDCs,C01,Project-type interventions,15110,151,Government and Civil Society,63.6987,63.6987
2016,UMICs,C01,Project-type interventions,41010,410,Multisector,63.687,63.687
